0.001 	 4.13906193
0.01 	 2.98637629
0.02 	 2.51232815
0.03 	 2.29267597
0.04 	 2.15721512
0.05 	 2.06105494
0.06 	 1.98705626
0.07 	 1.92709172
0.08 	 1.87674451
0.09 	 1.83336651
0.10 	 1.79525077
