   9.90098994E-03   1.03092780E-02   1.31171751    
   9.90098994E-03   2.06185561E-02   1.38088262    
   9.90098994E-03   3.09278350E-02   1.32446373    
   9.90098994E-03   4.12371121E-02   1.36512113    
   9.90098994E-03   5.15463911E-02   1.39106321    
   9.90098994E-03   6.18556701E-02   1.37953126    
   9.90098994E-03   7.21649453E-02   1.37510538    
   9.90098994E-03   8.24742243E-02   1.39366150    
   9.90098994E-03   9.27835032E-02   1.40037727    
   9.90098994E-03  0.103092782       1.42940080    
   9.90098994E-03  0.113402061       1.40675735    
   9.90098994E-03  0.123711340       1.41650987    
   9.90098994E-03  0.134020612       1.41942298    
   9.90098994E-03  0.144329891       1.42826343    
   9.90098994E-03  0.154639170       1.44717550    
   9.90098994E-03  0.164948449       1.43472826    
   9.90098994E-03  0.175257728       1.44394112    
   9.90098994E-03  0.185567006       1.44664669    
   9.90098994E-03  0.195876285       1.44976234    
   9.90098994E-03  0.206185564       1.46532083    
   9.90098994E-03  0.216494843       1.45342028    
   9.90098994E-03  0.226804122       1.45513785    
   9.90098994E-03  0.237113401       1.47915876    
   9.90098994E-03  0.247422680       1.46172011    
   9.90098994E-03  0.257731944       1.47867978    
   9.90098994E-03  0.268041223       1.46549737    
   9.90098994E-03  0.278350502       1.47707069    
   9.90098994E-03  0.288659781       1.48368049    
   9.90098994E-03  0.298969060       1.47806978    
   9.90098994E-03  0.309278339       1.48329902    
   9.90098994E-03  0.319587618       1.47821403    
   9.90098994E-03  0.329896897       1.47565711    
   9.90098994E-03  0.340206176       1.47983849    
   9.90098994E-03  0.350515455       1.48285532    
   9.90098994E-03  0.360824734       1.49042284    
   9.90098994E-03  0.371134013       1.48178196    
   9.90098994E-03  0.381443292       1.48616195    
   9.90098994E-03  0.391752571       1.48619735    
   9.90098994E-03  0.402061850       1.48486841    
   9.90098994E-03  0.412371129       1.49499643    
   9.90098994E-03  0.422680408       1.48747194    
   9.90098994E-03  0.432989687       1.48454583    
   9.90098994E-03  0.443298966       1.48741794    
   9.90098994E-03  0.453608245       1.48419118    
   9.90098994E-03  0.463917524       1.49765420    
   9.90098994E-03  0.474226803       1.49705303    
   9.90098994E-03  0.484536082       1.48586380    
   9.90098994E-03  0.494845361       1.48696744    
   9.90098994E-03  0.505154610       1.49115956    
   9.90098994E-03  0.515463889       1.49507451    
   9.90098994E-03  0.525773168       1.49026334    
   9.90098994E-03  0.536082447       1.48767591    
   9.90098994E-03  0.546391726       1.48679125    
   9.90098994E-03  0.556701005       1.49012589    
   9.90098994E-03  0.567010283       1.49074638    
   9.90098994E-03  0.577319562       1.48969269    
   9.90098994E-03  0.587628841       1.48887157    
   9.90098994E-03  0.597938120       1.48180640    
   9.90098994E-03  0.608247399       1.48271954    
   9.90098994E-03  0.618556678       1.48680913    
   9.90098994E-03  0.628865957       1.48219287    
   9.90098994E-03  0.639175236       1.48100817    
   9.90098994E-03  0.649484515       1.48714054    
   9.90098994E-03  0.659793794       1.47620130    
   9.90098994E-03  0.670103073       1.47921014    
   9.90098994E-03  0.680412352       1.47408795    
   9.90098994E-03  0.690721631       1.47444403    
   9.90098994E-03  0.701030910       1.47443712    
   9.90098994E-03  0.711340189       1.47588885    
   9.90098994E-03  0.721649468       1.47029281    
   9.90098994E-03  0.731958747       1.46767592    
   9.90098994E-03  0.742268026       1.46411443    
   9.90098994E-03  0.752577305       1.46334291    
   9.90098994E-03  0.762886584       1.46019185    
   9.90098994E-03  0.773195863       1.46277130    
   9.90098994E-03  0.783505142       1.45491779    
   9.90098994E-03  0.793814421       1.45916700    
   9.90098994E-03  0.804123700       1.44829202    
   9.90098994E-03  0.814432979       1.46507275    
   9.90098994E-03  0.824742258       1.45591557    
   9.90098994E-03  0.835051537       1.44734991    
   9.90098994E-03  0.845360816       1.44006932    
   9.90098994E-03  0.855670094       1.43835485    
   9.90098994E-03  0.865979373       1.43911946    
   9.90098994E-03  0.876288652       1.43939018    
   9.90098994E-03  0.886597931       1.42729723    
   9.90098994E-03  0.896907210       1.42640889    
   9.90098994E-03  0.907216489       1.41767514    
   9.90098994E-03  0.917525768       1.41762710    
   9.90098994E-03  0.927835047       1.42115545    
   9.90098994E-03  0.938144326       1.41254926    
   9.90098994E-03  0.948453605       1.41347086    
   9.90098994E-03  0.958762884       1.40509713    
   9.90098994E-03  0.969072163       1.39670622    
   9.90098994E-03  0.979381442       1.40219164    
   9.90098994E-03  0.989690721       1.38723481    
   9.90098994E-03   1.00000000       1.38661790    

   1.98019799E-02   1.03092780E-02   1.10582387    
   1.98019799E-02   2.06185561E-02   1.14551353    
   1.98019799E-02   3.09278350E-02   1.20450854    
   1.98019799E-02   4.12371121E-02   1.29435158    
   1.98019799E-02   5.15463911E-02   1.34106958    
   1.98019799E-02   6.18556701E-02   1.34487784    
   1.98019799E-02   7.21649453E-02   1.34879279    
   1.98019799E-02   8.24742243E-02   1.37348127    
   1.98019799E-02   9.27835032E-02   1.38220680    
   1.98019799E-02  0.103092782       1.41556394    
   1.98019799E-02  0.113402061       1.39459503    
   1.98019799E-02  0.123711340       1.40643895    
   1.98019799E-02  0.134020612       1.41090310    
   1.98019799E-02  0.144329891       1.42077458    
   1.98019799E-02  0.154639170       1.43905544    
   1.98019799E-02  0.164948449       1.42864180    
   1.98019799E-02  0.175257728       1.43868470    
   1.98019799E-02  0.185567006       1.44108999    
   1.98019799E-02  0.195876285       1.44366121    
   1.98019799E-02  0.206185564       1.46128666    
   1.98019799E-02  0.216494843       1.44975030    
   1.98019799E-02  0.226804122       1.45155752    
   1.98019799E-02  0.237113401       1.47586930    
   1.98019799E-02  0.247422680       1.45882761    
   1.98019799E-02  0.257731944       1.47590649    
   1.98019799E-02  0.268041223       1.46292460    
   1.98019799E-02  0.278350502       1.47475529    
   1.98019799E-02  0.288659781       1.48140121    
   1.98019799E-02  0.298969060       1.47583902    
   1.98019799E-02  0.309278339       1.48121643    
   1.98019799E-02  0.319587618       1.47632360    
   1.98019799E-02  0.329896897       1.47394443    
   1.98019799E-02  0.340206176       1.47814119    
   1.98019799E-02  0.350515455       1.48115265    
   1.98019799E-02  0.360824734       1.48869252    
   1.98019799E-02  0.371134013       1.48013949    
   1.98019799E-02  0.381443292       1.48469317    
   1.98019799E-02  0.391752571       1.48486483    
   1.98019799E-02  0.402061850       1.48364627    
   1.98019799E-02  0.412371129       1.49372935    
   1.98019799E-02  0.422680408       1.48634946    
   1.98019799E-02  0.432989687       1.48341846    
   1.98019799E-02  0.443298966       1.48625803    
   1.98019799E-02  0.453608245       1.48321259    
   1.98019799E-02  0.463917524       1.49670351    
   1.98019799E-02  0.474226803       1.49612975    
   1.98019799E-02  0.484536082       1.48497260    
   1.98019799E-02  0.494845361       1.48611510    
   1.98019799E-02  0.505154610       1.48994040    
   1.98019799E-02  0.515463889       1.49418128    
   1.98019799E-02  0.525773168       1.48944950    
   1.98019799E-02  0.536082447       1.48691916    
   1.98019799E-02  0.546391726       1.48591232    
   1.98019799E-02  0.556701005       1.48939037    
   1.98019799E-02  0.567010283       1.49007082    
   1.98019799E-02  0.577319562       1.48898816    
   1.98019799E-02  0.587628841       1.48823416    
   1.98019799E-02  0.597938120       1.48114920    
   1.98019799E-02  0.608247399       1.48193562    
   1.98019799E-02  0.618556678       1.48620927    
   1.98019799E-02  0.628865957       1.48157406    
   1.98019799E-02  0.639175236       1.48025119    
   1.98019799E-02  0.649484515       1.48659229    
   1.98019799E-02  0.659793794       1.47564745    
   1.98019799E-02  0.670103073       1.47864592    
   1.98019799E-02  0.680412352       1.47348821    
   1.98019799E-02  0.690721631       1.47395790    
   1.98019799E-02  0.701030910       1.47395575    
   1.98019799E-02  0.711340189       1.47541237    
   1.98019799E-02  0.721649468       1.46982133    
   1.98019799E-02  0.731958747       1.46721089    
   1.98019799E-02  0.742268026       1.46365714    
   1.98019799E-02  0.752577305       1.46289420    
   1.98019799E-02  0.762886584       1.45975161    
   1.98019799E-02  0.773195863       1.46234190    
   1.98019799E-02  0.783505142       1.45449984    
   1.98019799E-02  0.793814421       1.45876133    
   1.98019799E-02  0.804123700       1.44789839    
   1.98019799E-02  0.814432979       1.46469283    
   1.98019799E-02  0.824742258       1.45554709    
   1.98019799E-02  0.835051537       1.44687033    
   1.98019799E-02  0.845360816       1.43965912    
   1.98019799E-02  0.855670094       1.43797290    
   1.98019799E-02  0.865979373       1.43875754    
   1.98019799E-02  0.876288652       1.43904436    
   1.98019799E-02  0.886597931       1.42696488    
   1.98019799E-02  0.896907210       1.42602205    
   1.98019799E-02  0.907216489       1.41732466    
   1.98019799E-02  0.917525768       1.41729772    
   1.98019799E-02  0.927835047       1.42084217    
   1.98019799E-02  0.938144326       1.41218650    
   1.98019799E-02  0.948453605       1.41314518    
   1.98019799E-02  0.958762884       1.40479028    
   1.98019799E-02  0.969072163       1.39630079    
   1.98019799E-02  0.979381442       1.40186250    
   1.98019799E-02  0.989690721       1.38688993    
   1.98019799E-02   1.00000000       1.38614953    

   2.97029708E-02   1.03092780E-02   1.05846119    
   2.97029708E-02   2.06185561E-02   1.09529054    
   2.97029708E-02   3.09278350E-02   1.13630772    
   2.97029708E-02   4.12371121E-02   1.17753470    
   2.97029708E-02   5.15463911E-02   1.22247314    
   2.97029708E-02   6.18556701E-02   1.28287351    
   2.97029708E-02   7.21649453E-02   1.30169344    
   2.97029708E-02   8.24742243E-02   1.33587360    
   2.97029708E-02   9.27835032E-02   1.34680176    
   2.97029708E-02  0.103092782       1.38853014    
   2.97029708E-02  0.113402061       1.37248564    
   2.97029708E-02  0.123711340       1.38761842    
   2.97029708E-02  0.134020612       1.39483440    
   2.97029708E-02  0.144329891       1.40639746    
   2.97029708E-02  0.154639170       1.42606866    
   2.97029708E-02  0.164948449       1.41753519    
   2.97029708E-02  0.175257728       1.42865753    
   2.97029708E-02  0.185567006       1.43092620    
   2.97029708E-02  0.195876285       1.43500018    
   2.97029708E-02  0.206185564       1.45354009    
   2.97029708E-02  0.216494843       1.44263935    
   2.97029708E-02  0.226804122       1.44472957    
