   3.36700329E-03   1.64181483    
   6.73400657E-03   1.66710603    
   1.01010101E-02   1.69218326    
   1.34680131E-02   1.71683133    
   1.68350171E-02   1.74091899    
   2.02020202E-02   1.76475239    
   2.35690232E-02   1.78745556    
   2.69360263E-02   1.80987668    
   3.03030312E-02   1.83169603    
   3.36700343E-02   1.85303986    
   3.70370373E-02   1.87332463    
   4.04040404E-02   1.89366150    
   4.37710434E-02   1.91220903    
   4.71380465E-02   1.93144619    
   5.05050495E-02   1.94891810    
   5.38720526E-02   1.96602559    
   5.72390556E-02   1.98127055    
   6.06060624E-02   1.99792302    
   6.39730617E-02   2.01207829    
   6.73400685E-02   2.02685332    
   7.07070678E-02   2.04000926    
   7.40740746E-02   2.05288196    
   7.74410740E-02   2.06447411    
   8.08080807E-02   2.07674575    
   8.41750875E-02   2.08621860    
   8.75420868E-02   2.09768772    
   9.09090936E-02   2.10545826    
   9.42760929E-02   2.11477971    
   9.76430997E-02   2.12251949    
  0.101010099       2.13087559    
  0.104377106       2.13675284    
  0.107744105       2.14577794    
  0.111111112       2.15027523    
  0.114478111       2.15631461    
  0.117845118       2.16043305    
  0.121212125       2.16505170    
  0.124579124       2.16810155    
  0.127946123       2.17258263    
  0.131313130       2.17774367    
  0.134680137       2.18235373    
  0.138047144       2.18114018    
  0.141414136       2.18489337    
  0.144781142       2.18551683    
  0.148148149       2.18784285    
  0.151515156       2.18961024    
  0.154882148       2.19160175    
  0.158249155       2.19071865    
  0.161616161       2.19257927    
  0.164983168       2.19235921    
  0.168350175       2.19218111    
  0.171717167       2.19252205    
  0.175084174       2.19323635    
  0.178451180       2.19372964    
  0.181818187       2.19101572    
  0.185185179       2.19050097    
  0.188552186       2.19099689    
  0.191919193       2.18981218    
  0.195286199       2.18830538    
  0.198653191       2.19189501    
  0.202020198       2.18526912    
  0.205387205       2.18365240    
  0.208754212       2.18138361    
  0.212121218       2.17916703    
  0.215488210       2.17960620    
  0.218855217       2.17641091    
  0.222222224       2.17527223    
  0.225589231       2.17098022    
  0.228956223       2.17087150    
  0.232323229       2.16897082    
  0.235690236       2.16726708    
  0.239057243       2.16498113    
  0.242424250       2.16140008    
  0.245791242       2.16044903    
  0.249158248       2.15684128    
  0.252525240       2.15634584    
  0.255892247       2.15358734    
  0.259259254       2.14879727    
  0.262626261       2.14798498    
  0.265993267       2.14535737    
  0.269360274       2.14393854    
  0.272727281       2.13857770    
  0.276094288       2.13631916    
  0.279461265       2.13485456    
  0.282828271       2.13098574    
  0.286195278       2.12841153    
  0.289562285       2.12666488    
  0.292929292       2.12289906    
  0.296296299       2.12151217    
  0.299663305       2.12028432    
  0.303030312       2.11591244    
  0.306397319       2.11359477    
  0.309764296       2.11085701    
  0.313131303       2.10666585    
  0.316498309       2.10321283    
  0.319865316       2.10160971    
  0.323232323       2.10012865    
  0.326599330       2.09658647    
  0.329966336       2.09309101    
  0.333333343       2.09018922    
  0.336700350       2.08855009    
  0.340067327       2.08564234    
  0.343434334       2.08483601    
  0.346801341       2.07986426    
  0.350168347       2.07732034    
  0.353535354       2.07532263    
  0.356902361       2.07327390    
  0.360269368       2.06823373    
  0.363636374       2.06572080    
  0.367003381       2.06569552    
  0.370370358       2.06125426    
  0.373737365       2.05817747    
  0.377104372       2.06271005    
  0.380471379       2.05753899    
  0.383838385       2.05060410    
  0.387205392       2.04831600    
  0.390572399       2.04594445    
  0.393939406       2.04240322    
  0.397306383       2.04393411    
  0.400673389       2.03664184    
  0.404040396       2.03627205    
  0.407407403       2.03142214    
  0.410774410       2.03069544    
  0.414141417       2.02810097    
  0.417508423       2.02447176    
  0.420875430       2.02191567    
  0.424242437       2.01988387    
  0.427609414       2.01803136    
  0.430976421       2.01717901    
  0.434343427       2.01276016    
  0.437710434       2.00984645    
  0.441077441       2.00873303    
  0.444444448       2.00645256    
  0.447811455       2.00316763    
  0.451178461       2.00121284    
  0.454545468       1.99803162    
  0.457912445       1.99615085    
  0.461279452       1.99467957    
  0.464646459       1.99249637    
  0.468013465       1.99324894    
  0.471380472       1.98675048    
  0.474747479       1.98473644    
  0.478114486       1.98460829    
  0.481481493       1.98044503    
  0.484848499       1.97727108    
  0.488215476       1.97473729    
  0.491582483       1.97458684    
  0.494949490       1.97291470    
  0.498316497       1.96840894    
  0.501683474       1.96628737    
  0.505050480       1.96529627    
  0.508417487       1.96236312    
  0.511784494       1.96158183    
  0.515151501       1.95692670    
  0.518518507       1.95583844    
  0.521885514       1.95483673    
  0.525252521       1.95265567    
  0.528619528       1.95163405    
  0.531986535       1.94945669    
  0.535353541       1.94807613    
  0.538720548       1.94530797    
  0.542087555       1.94223523    
  0.545454562       1.93974054    
  0.548821568       1.94002604    
  0.552188575       1.93598449    
  0.555555582       1.93543530    
  0.558922529       1.93393278    
  0.562289536       1.93102598    
  0.565656543       1.93003714    
  0.569023550       1.92558396    
  0.572390556       1.92499828    
  0.575757563       1.92344749    
  0.579124570       1.92110515    
  0.582491577       1.92091691    
  0.585858583       1.91717172    
  0.589225590       1.91535962    
  0.592592597       1.91429579    
  0.595959604       1.91469538    
  0.599326611       1.91154075    
  0.602693617       1.90997732    
  0.606060624       1.90695071    
  0.609427631       1.90861166    
  0.612794638       1.90567684    
  0.616161644       1.90145040    
  0.619528592       1.90010035    
  0.622895598       1.89721823    
  0.626262605       1.89755046    
  0.629629612       1.89309382    
  0.632996619       1.89179873    
  0.636363626       1.88995326    
  0.639730632       1.88872254    
  0.643097639       1.88697147    
  0.646464646       1.88597953    
  0.649831653       1.88366771    
  0.653198659       1.88314760    
  0.656565666       1.88215721    
  0.659932673       1.87928307    
  0.663299680       1.87750673    
  0.666666687       1.87710667    
  0.670033693       1.87530053    
  0.673400700       1.87697387    
  0.676767647       1.87148046    
  0.680134654       1.87103200    
  0.683501661       1.86791074    
  0.686868668       1.86801767    
  0.690235674       1.86624670    
  0.693602681       1.86427355    
  0.696969688       1.86299574    
  0.700336695       1.86144280    
  0.703703701       1.86053133    
  0.707070708       1.85918653    
  0.710437715       1.85712528    
  0.713804722       1.85645604    
  0.717171729       1.85454011    
  0.720538735       1.85286200    
  0.723905742       1.85115409    
  0.727272749       1.84919500    
  0.730639756       1.84920490    
  0.734006763       1.84823060    
  0.737373710       1.84530914    
  0.740740716       1.84514570    
  0.744107723       1.84205878    
  0.747474730       1.84186888    
  0.750841737       1.83961034    
  0.754208744       1.84298909    
  0.757575750       1.83961666    
  0.760942757       1.83898723    
  0.764309764       1.83477187    
  0.767676771       1.83405674    
  0.771043777       1.83209312    
  0.774410784       1.83177090    
  0.777777791       1.83081710    
  0.781144798       1.82896662    
  0.784511805       1.82704055    
  0.787878811       1.82639337    
  0.791245818       1.82486391    
  0.794612765       1.82599461    
  0.797979772       1.82311869    
  0.801346779       1.82172930    
  0.804713786       1.82192695    
  0.808080792       1.81886590    
  0.811447799       1.81902969    
  0.814814806       1.81577039    
  0.818181813       1.81607509    
  0.821548820       1.81567299    
  0.824915826       1.81258893    
  0.828282833       1.81419063    
  0.831649840       1.81080854    
  0.835016847       1.80886209    
  0.838383853       1.81036890    
  0.841750860       1.80753291    
  0.845117867       1.80669880    
  0.848484874       1.80457973    
  0.851851881       1.80435836    
  0.855218828       1.80337167    
  0.858585835       1.80276608    
  0.861952841       1.80248094    
  0.865319848       1.80197859    
  0.868686855       1.79980814    
  0.872053862       1.79836333    
  0.875420868       1.79671097    
  0.878787875       1.79580963    
  0.882154882       1.79615498    
  0.885521889       1.79443097    
  0.888888896       1.79364443    
  0.892255902       1.79273415    
  0.895622909       1.79113138    
  0.898989916       1.79048920    
  0.902356923       1.79165554    
  0.905723929       1.78888893    
  0.909090936       1.78909695    
  0.912457883       1.78668427    
  0.915824890       1.78595209    
  0.919191897       1.78687978    
  0.922558904       1.78476393    
  0.925925910       1.78486359    
  0.929292917       1.78344500    
  0.932659924       1.78235209    
  0.936026931       1.78329313    
  0.939393938       1.77953970    
  0.942760944       1.78002787    
  0.946127951       1.77881980    
  0.949494958       1.77805662    
  0.952861965       1.77724993    
  0.956228971       1.77784872    
  0.959595978       1.77542233    
  0.962962985       1.77492607    
  0.966329992       1.77448428    
  0.969696999       1.77318943    
  0.973063946       1.77319634    
  0.976430953       1.77234471    
  0.979797959       1.77239513    
  0.983164966       1.77173591    
  0.986531973       1.77123868    
  0.989898980       1.77110207    
  0.993265986       1.77294624    
  0.996632993       1.76983666    
   1.00000000       1.76923347    
